section;entity;subentity;key;value;unit;note
city_inventory;Warberg;Tuch;market_price;100;Mark;
city_inventory;Warberg;Hering;stock;158;units;
city_inventory;Warberg;Hering;scarcity_factor;1.0000;;
city_inventory;Warberg;Hering;market_price;55;Mark;
city_inventory;Warberg;Wein;stock;177;units;
city_inventory;Warberg;Wein;scarcity_factor;1.0000;;
city_inventory;Warberg;Wein;market_price;126;Mark;
city_inventory;Warberg;Bier;stock;132;units;
city_inventory;Warberg;Bier;scarcity_factor;1.0000;;
city_inventory;Warberg;Bier;market_price;72;Mark;
building;Warberg;1;id;woodcutter;;
building;Warberg;1;name;Holzfaeller;;
building;Warberg;1;level;1;;
building;Warberg;1;active;1;;
building;Warberg;1;can_run_now;1;;
building;Warberg;1;inputs;{};;
building;Warberg;1;outputs;"{""Holz"": 6}";;
building;Warberg;1;upkeep;1;Mark;
building;Warberg;2;id;grain_farm;;
building;Warberg;2;name;Getreidehof;;
building;Warberg;2;level;1;;
building;Warberg;2;active;1;;
building;Warberg;2;can_run_now;1;;
building;Warberg;2;inputs;{};;
building;Warberg;2;outputs;"{""Getreide"": 5}";;
building;Warberg;2;upkeep;1;Mark;
building;Warberg;3;id;fishery;;
building;Warberg;3;name;Fischerei;;
building;Warberg;3;level;1;;
building;Warberg;3;active;1;;
building;Warberg;3;can_run_now;1;;
building;Warberg;3;inputs;{};;
building;Warberg;3;outputs;"{""Hering"": 4}";;
building;Warberg;3;upkeep;1;Mark;
building;Warberg;4;id;weavery;;
building;Warberg;4;name;Weberei;;
building;Warberg;4;level;1;;
building;Warberg;4;active;1;;
building;Warberg;4;can_run_now;1;;
building;Warberg;4;inputs;"{""Holz"": 2}";;
building;Warberg;4;outputs;"{""Tuch"": 3}";;
building;Warberg;4;upkeep;2;Mark;
city;Malmoe;;treasury;0;Mark;
city;Malmoe;;building_count;4;count;
city_inventory;Malmoe;Salz;stock;147;units;
city_inventory;Malmoe;Salz;scarcity_factor;1.0000;;
city_inventory;Malmoe;Salz;market_price;53;Mark;
city_inventory;Malmoe;Holz;stock;159;units;
city_inventory;Malmoe;Holz;scarcity_factor;1.0000;;
city_inventory;Malmoe;Holz;market_price;41;Mark;
city_inventory;Malmoe;Pelze;stock;160;units;
city_inventory;Malmoe;Pelze;scarcity_factor;1.0000;;
city_inventory;Malmoe;Pelze;market_price;79;Mark;
city_inventory;Malmoe;Getreide;stock;147;units;
city_inventory;Malmoe;Getreide;scarcity_factor;1.0000;;
city_inventory;Malmoe;Getreide;market_price;31;Mark;
city_inventory;Malmoe;Tuch;stock;146;units;
city_inventory;Malmoe;Tuch;scarcity_factor;1.0000;;
city_inventory;Malmoe;Tuch;market_price;79;Mark;
city_inventory;Malmoe;Hering;stock;130;units;
city_inventory;Malmoe;Hering;scarcity_factor;1.0000;;
city_inventory;Malmoe;Hering;market_price;32;Mark;
city_inventory;Malmoe;Wein;stock;175;units;
city_inventory;Malmoe;Wein;scarcity_factor;1.0000;;
city_inventory;Malmoe;Wein;market_price;139;Mark;
city_inventory;Malmoe;Bier;stock;150;units;
city_inventory;Malmoe;Bier;scarcity_factor;1.0000;;
city_inventory;Malmoe;Bier;market_price;70;Mark;
building;Malmoe;1;id;woodcutter;;
building;Malmoe;1;name;Holzfaeller;;
building;Malmoe;1;level;1;;
building;Malmoe;1;active;1;;
building;Malmoe;1;can_run_now;1;;
building;Malmoe;1;inputs;{};;
building;Malmoe;1;outputs;"{""Holz"": 6}";;
building;Malmoe;1;upkeep;1;Mark;
building;Malmoe;2;id;grain_farm;;
building;Malmoe;2;name;Getreidehof;;
building;Malmoe;2;level;1;;
building;Malmoe;2;active;1;;
building;Malmoe;2;can_run_now;1;;
building;Malmoe;2;inputs;{};;
building;Malmoe;2;outputs;"{""Getreide"": 5}";;
building;Malmoe;2;upkeep;1;Mark;
building;Malmoe;3;id;fishery;;
building;Malmoe;3;name;Fischerei;;
building;Malmoe;3;level;1;;
building;Malmoe;3;active;1;;
building;Malmoe;3;can_run_now;1;;
building;Malmoe;3;inputs;{};;
building;Malmoe;3;outputs;"{""Hering"": 4}";;
building;Malmoe;3;upkeep;1;Mark;
building;Malmoe;4;id;weavery;;
building;Malmoe;4;name;Weberei;;
building;Malmoe;4;level;1;;
building;Malmoe;4;active;1;;
building;Malmoe;4;can_run_now;1;;
building;Malmoe;4;inputs;"{""Holz"": 2}";;
building;Malmoe;4;outputs;"{""Tuch"": 3}";;
building;Malmoe;4;upkeep;2;Mark;
city;Ystad;;treasury;0;Mark;
city;Ystad;;building_count;4;count;
city_inventory;Ystad;Salz;stock;165;units;
city_inventory;Ystad;Salz;scarcity_factor;1.0000;;
city_inventory;Ystad;Salz;market_price;52;Mark;
city_inventory;Ystad;Holz;stock;120;units;
city_inventory;Ystad;Holz;scarcity_factor;1.0000;;
city_inventory;Ystad;Holz;market_price;37;Mark;
city_inventory;Ystad;Pelze;stock;123;units;
city_inventory;Ystad;Pelze;scarcity_factor;1.0000;;
city_inventory;Ystad;Pelze;market_price;113;Mark;
city_inventory;Ystad;Getreide;stock;171;units;
city_inventory;Ystad;Getreide;scarcity_factor;1.0000;;
city_inventory;Ystad;Getreide;market_price;39;Mark;
city_inventory;Ystad;Tuch;stock;155;units;
city_inventory;Ystad;Tuch;scarcity_factor;1.0000;;
city_inventory;Ystad;Tuch;market_price;85;Mark;
city_inventory;Ystad;Hering;stock;128;units;
city_inventory;Ystad;Hering;scarcity_factor;1.0000;;
city_inventory;Ystad;Hering;market_price;50;Mark;
city_inventory;Ystad;Wein;stock;176;units;
city_inventory;Ystad;Wein;scarcity_factor;1.0000;;
city_inventory;Ystad;Wein;market_price;122;Mark;
city_inventory;Ystad;Bier;stock;136;units;
city_inventory;Ystad;Bier;scarcity_factor;1.0000;;
city_inventory;Ystad;Bier;market_price;54;Mark;
building;Ystad;1;id;fishery;;
building;Ystad;1;name;Fischerei;;
building;Ystad;1;level;2;;
building;Ystad;1;active;1;;
building;Ystad;1;can_run_now;1;;
building;Ystad;1;inputs;{};;
building;Ystad;1;outputs;"{""Hering"": 4}";;
building;Ystad;1;upkeep;1;Mark;
building;Ystad;2;id;grain_farm;;
building;Ystad;2;name;Getreidehof;;
building;Ystad;2;level;1;;
building;Ystad;2;active;1;;
building;Ystad;2;can_run_now;1;;
building;Ystad;2;inputs;{};;
building;Ystad;2;outputs;"{""Getreide"": 5}";;
building;Ystad;2;upkeep;1;Mark;
building;Ystad;3;id;brewery;;
building;Ystad;3;name;Brauerei;;
building;Ystad;3;level;1;;
building;Ystad;3;active;1;;
building;Ystad;3;can_run_now;1;;
building;Ystad;3;inputs;"{""Getreide"": 4, ""Holz"": 1}";;
building;Ystad;3;outputs;"{""Bier"": 6}";;
building;Ystad;3;upkeep;2;Mark;
building;Ystad;4;id;weavery;;
building;Ystad;4;name;Weberei;;
building;Ystad;4;level;1;;
building;Ystad;4;active;1;;
building;Ystad;4;can_run_now;1;;
building;Ystad;4;inputs;"{""Holz"": 2}";;
building;Ystad;4;outputs;"{""Tuch"": 3}";;
building;Ystad;4;upkeep;2;Mark;
city;Visby;;treasury;0;Mark;
city;Visby;;building_count;4;count;
city_inventory;Visby;Salz;stock;123;units;
city_inventory;Visby;Salz;scarcity_factor;1.0000;;
city_inventory;Visby;Salz;market_price;76;Mark;
city_inventory;Visby;Holz;stock;158;units;
city_inventory;Visby;Holz;scarcity_factor;1.0000;;
city_inventory;Visby;Holz;market_price;47;Mark;
city_inventory;Visby;Pelze;stock;140;units;
city_inventory;Visby;Pelze;scarcity_factor;1.0000;;
city_inventory;Visby;Pelze;market_price;105;Mark;
city_inventory;Visby;Getreide;stock;135;units;
city_inventory;Visby;Getreide;scarcity_factor;1.0000;;
city_inventory;Visby;Getreide;market_price;40;Mark;
city_inventory;Visby;Tuch;stock;139;units;
city_inventory;Visby;Tuch;scarcity_factor;1.0000;;
city_inventory;Visby;Tuch;market_price;69;Mark;
city_inventory;Visby;Hering;stock;138;units;
city_inventory;Visby;Hering;scarcity_factor;1.0000;;
city_inventory;Visby;Hering;market_price;35;Mark;
city_inventory;Visby;Wein;stock;170;units;
city_inventory;Visby;Wein;scarcity_factor;1.0000;;
city_inventory;Visby;Wein;market_price;184;Mark;
city_inventory;Visby;Bier;stock;133;units;
city_inventory;Visby;Bier;scarcity_factor;1.0000;;
city_inventory;Visby;Bier;market_price;61;Mark;
building;Visby;1;id;fishery;;
building;Visby;1;name;Fischerei;;
building;Visby;1;level;2;;
building;Visby;1;active;1;;
building;Visby;1;can_run_now;1;;
building;Visby;1;inputs;{};;
building;Visby;1;outputs;"{""Hering"": 4}";;
building;Visby;1;upkeep;1;Mark;
building;Visby;2;id;grain_farm;;
building;Visby;2;name;Getreidehof;;
building;Visby;2;level;1;;
building;Visby;2;active;1;;
building;Visby;2;can_run_now;1;;
building;Visby;2;inputs;{};;
building;Visby;2;outputs;"{""Getreide"": 5}";;
building;Visby;2;upkeep;1;Mark;
building;Visby;3;id;brewery;;
building;Visby;3;name;Brauerei;;
building;Visby;3;level;1;;
building;Visby;3;active;1;;
building;Visby;3;can_run_now;1;;
building;Visby;3;inputs;"{""Getreide"": 4, ""Holz"": 1}";;
building;Visby;3;outputs;"{""Bier"": 6}";;
building;Visby;3;upkeep;2;Mark;
building;Visby;4;id;weavery;;
building;Visby;4;name;Weberei;;
building;Visby;4;level;1;;
building;Visby;4;active;1;;
building;Visby;4;can_run_now;1;;
building;Visby;4;inputs;"{""Holz"": 2}";;
building;Visby;4;outputs;"{""Tuch"": 3}";;
building;Visby;4;upkeep;2;Mark;
city;Riga;;treasury;0;Mark;
city;Riga;;building_count;4;count;
city_inventory;Riga;Salz;stock;174;units;
city_inventory;Riga;Salz;scarcity_factor;1.0000;;
city_inventory;Riga;Salz;market_price;59;Mark;
city_inventory;Riga;Holz;stock;150;units;
city_inventory;Riga;Holz;scarcity_factor;1.0000;;
city_inventory;Riga;Holz;market_price;33;Mark;
city_inventory;Riga;Pelze;stock;167;units;
city_inventory;Riga;Pelze;scarcity_factor;1.0000;;
city_inventory;Riga;Pelze;market_price;74;Mark;
city_inventory;Riga;Getreide;stock;149;units;
city_inventory;Riga;Getreide;scarcity_factor;1.0000;;
city_inventory;Riga;Getreide;market_price;41;Mark;
city_inventory;Riga;Tuch;stock;149;units;
city_inventory;Riga;Tuch;scarcity_factor;1.0000;;
city_inventory;Riga;Tuch;market_price;105;Mark;
city_inventory;Riga;Hering;stock;146;units;
city_inventory;Riga;Hering;scarcity_factor;1.0000;;
city_inventory;Riga;Hering;market_price;37;Mark;
city_inventory;Riga;Wein;stock;139;units;
city_inventory;Riga;Wein;scarcity_factor;1.0000;;
city_inventory;Riga;Wein;market_price;165;Mark;
city_inventory;Riga;Bier;stock;174;units;
city_inventory;Riga;Bier;scarcity_factor;1.0000;;
city_inventory;Riga;Bier;market_price;66;Mark;
building;Riga;1;id;salt_mine;;
building;Riga;1;name;Salzmine;;
building;Riga;1;level;2;;
building;Riga;1;active;1;;
building;Riga;1;can_run_now;1;;
building;Riga;1;inputs;{};;
building;Riga;1;outputs;"{""Salz"": 5}";;
building;Riga;1;upkeep;1;Mark;
building;Riga;2;id;grain_farm;;
building;Riga;2;name;Getreidehof;;
building;Riga;2;level;1;;
building;Riga;2;active;1;;
building;Riga;2;can_run_now;1;;
building;Riga;2;inputs;{};;
building;Riga;2;outputs;"{""Getreide"": 5}";;
building;Riga;2;upkeep;1;Mark;
building;Riga;3;id;woodcutter;;
building;Riga;3;name;Holzfaeller;;
building;Riga;3;level;1;;
building;Riga;3;active;1;;
building;Riga;3;can_run_now;1;;
building;Riga;3;inputs;{};;
building;Riga;3;outputs;"{""Holz"": 6}";;
building;Riga;3;upkeep;1;Mark;
building;Riga;4;id;tannery;;
building;Riga;4;name;Gerberei;;
building;Riga;4;level;1;;
building;Riga;4;active;1;;
building;Riga;4;can_run_now;1;;
building;Riga;4;inputs;"{""Salz"": 1}";;
building;Riga;4;outputs;"{""Pelze"": 2}";;
building;Riga;4;upkeep;2;Mark;
city;Novgorod;;treasury;0;Mark;
city;Novgorod;;building_count;4;count;
city_inventory;Novgorod;Salz;stock;149;units;
city_inventory;Novgorod;Salz;scarcity_factor;1.0000;;
city_inventory;Novgorod;Salz;market_price;72;Mark;
city_inventory;Novgorod;Holz;stock;169;units;
city_inventory;Novgorod;Holz;scarcity_factor;1.0000;;
city_inventory;Novgorod;Holz;market_price;41;Mark;
city_inventory;Novgorod;Pelze;stock;164;units;
city_inventory;Novgorod;Pelze;scarcity_factor;1.0000;;
city_inventory;Novgorod;Pelze;market_price;113;Mark;
city_inventory;Novgorod;Getreide;stock;163;units;
city_inventory;Novgorod;Getreide;scarcity_factor;1.0000;;
city_inventory;Novgorod;Getreide;market_price;49;Mark;
city_inventory;Novgorod;Tuch;stock;129;units;
city_inventory;Novgorod;Tuch;scarcity_factor;1.0000;;
city_inventory;Novgorod;Tuch;market_price;102;Mark;
city_inventory;Novgorod;Hering;stock;141;units;
city_inventory;Novgorod;Hering;scarcity_factor;1.0000;;
city_inventory;Novgorod;Hering;market_price;55;Mark;
city_inventory;Novgorod;Wein;stock;163;units;
city_inventory;Novgorod;Wein;scarcity_factor;1.0000;;
city_inventory;Novgorod;Wein;market_price;182;Mark;
city_inventory;Novgorod;Bier;stock;137;units;
city_inventory;Novgorod;Bier;scarcity_factor;1.0000;;
city_inventory;Novgorod;Bier;market_price;87;Mark;
building;Novgorod;1;id;salt_mine;;
building;Novgorod;1;name;Salzmine;;
building;Novgorod;1;level;2;;
building;Novgorod;1;active;1;;
building;Novgorod;1;can_run_now;1;;
building;Novgorod;1;inputs;{};;
building;Novgorod;1;outputs;"{""Salz"": 5}";;
building;Novgorod;1;upkeep;1;Mark;
building;Novgorod;2;id;grain_farm;;
building;Novgorod;2;name;Getreidehof;;
building;Novgorod;2;level;1;;
building;Novgorod;2;active;1;;
building;Novgorod;2;can_run_now;1;;
building;Novgorod;2;inputs;{};;
building;Novgorod;2;outputs;"{""Getreide"": 5}";;
building;Novgorod;2;upkeep;1;Mark;
building;Novgorod;3;id;woodcutter;;
building;Novgorod;3;name;Holzfaeller;;
building;Novgorod;3;level;1;;
building;Novgorod;3;active;1;;
building;Novgorod;3;can_run_now;1;;
building;Novgorod;3;inputs;{};;
building;Novgorod;3;outputs;"{""Holz"": 6}";;
building;Novgorod;3;upkeep;1;Mark;
building;Novgorod;4;id;tannery;;
building;Novgorod;4;name;Gerberei;;
building;Novgorod;4;level;1;;
building;Novgorod;4;active;1;;
building;Novgorod;4;can_run_now;1;;
building;Novgorod;4;inputs;"{""Salz"": 1}";;
building;Novgorod;4;outputs;"{""Pelze"": 2}";;
building;Novgorod;4;upkeep;2;Mark;
npc;Hakon;;city;Bergen;;
npc;Hakon;;money;7600;Mark;
npc;Hakon;;ship;Holk;;
npc;Hakon;;cargo_total;0;units;
npc;Marta;;city;Luebeck;;
npc;Marta;;money;7800;Mark;
npc;Marta;;ship;Holk;;
npc;Marta;;cargo_total;0;units;
npc;Ilya;;city;Novgorod;;
npc;Ilya;;money;7400;Mark;
npc;Ilya;;ship;Holk;;
npc;Ilya;;cargo_total;0;units;
player;Test;;city;Luebeck;;
player;Test;;money;5000;Mark;
player;Test;;debt;1000;Mark;
player;Test;;reputation;10;;
player;Test;;age;30;years;
player;Test;;net_worth;8700;Mark;
player_mission;Test;hanse_privileg;state;active;;
player_mission;Test;fleet_synergy;state;inactive;;
player_mission;Test;atheria_resonance;state;active;;
player_mission;Test;family_dynasty;state;inactive;;
player_mission;Test;brewmaster;state;active;;
player_mission;Test;timber_trade;state;active;;
player_mission;Test;route_master;state;active;;
player_mission;Test;arms_race;state;active;;
player_ship;Test;1;name;Kogge;;
player_ship;Test;1;city;Luebeck;;
player_ship;Test;1;cargo_capacity;120;units;
player_ship;Test;1;cargo_total;0;units;
player_ship;Test;1;hull;100;%;
player_ship;Test;1;rigging;100;%;
player_ship;Test;1;cannons;0;count;
