section;entity;subentity;key;value;unit;note
city_inventory;Bergen;Wein;scarcity_factor;0.7800;;
city_inventory;Bergen;Wein;market_price;170;Mark;
city_inventory;Bergen;Bier;stock;1216;units;
city_inventory;Bergen;Bier;scarcity_factor;0.7800;;
city_inventory;Bergen;Bier;market_price;44;Mark;
city_inventory;Bergen;Hopfen;stock;920;units;
city_inventory;Bergen;Hopfen;scarcity_factor;0.7800;;
city_inventory;Bergen;Hopfen;market_price;71;Mark;
city_inventory;Bergen;Teer;stock;836;units;
city_inventory;Bergen;Teer;scarcity_factor;0.7800;;
city_inventory;Bergen;Teer;market_price;96;Mark;
building;Bergen;1;id;brewery;;
building;Bergen;1;name;Brauerei;;
building;Bergen;1;level;1;;
building;Bergen;1;active;1;;
building;Bergen;1;can_run_now;0;;
building;Bergen;1;inputs;"{""Getreide"": 4, ""Holz"": 1}";;
building;Bergen;1;outputs;"{""Bier"": 6}";;
building;Bergen;2;id;fishery;;
building;Bergen;2;name;Fischerei;;
building;Bergen;2;level;2;;
building;Bergen;2;active;1;;
building;Bergen;2;can_run_now;1;;
building;Bergen;2;inputs;{};;
building;Bergen;2;outputs;"{""Hering"": 4}";;
building;Bergen;3;id;grain_farm;;
building;Bergen;3;name;Getreidehof;;
building;Bergen;3;level;1;;
building;Bergen;3;active;1;;
building;Bergen;3;can_run_now;1;;
building;Bergen;3;inputs;{};;
building;Bergen;3;outputs;"{""Getreide"": 5}";;
building;Bergen;4;id;salt_mine;;
building;Bergen;4;name;Salzmine;;
building;Bergen;4;level;1;;
building;Bergen;4;active;1;;
building;Bergen;4;can_run_now;1;;
building;Bergen;4;inputs;{};;
building;Bergen;4;outputs;"{""Salz"": 5}";;
building;Bergen;5;id;tannery;;
building;Bergen;5;name;Gerberei;;
building;Bergen;5;level;1;;
building;Bergen;5;active;1;;
building;Bergen;5;can_run_now;1;;
building;Bergen;5;inputs;"{""Salz"": 1}";;
building;Bergen;5;outputs;"{""Pelze"": 2}";;
building;Bergen;6;id;weavery;;
building;Bergen;6;name;Weberei;;
building;Bergen;6;level;1;;
building;Bergen;6;active;1;;
building;Bergen;6;can_run_now;1;;
building;Bergen;6;inputs;"{""Holz"": 2}";;
building;Bergen;6;outputs;"{""Tuch"": 3}";;
building;Bergen;7;id;winery;;
building;Bergen;7;name;Weinkellerei;;
building;Bergen;7;level;1;;
building;Bergen;7;active;1;;
building;Bergen;7;can_run_now;0;;
building;Bergen;7;inputs;"{""Getreide"": 3}";;
building;Bergen;7;outputs;"{""Wein"": 3}";;
building;Bergen;8;id;woodcutter;;
building;Bergen;8;name;Holzfaeller;;
building;Bergen;8;level;2;;
building;Bergen;8;active;1;;
building;Bergen;8;can_run_now;1;;
building;Bergen;8;inputs;{};;
building;Bergen;8;outputs;"{""Holz"": 6}";;
building;Bergen;9;id;grand_brewery;;
building;Bergen;9;name;Grossbrauerei;;
building;Bergen;9;level;1;;
building;Bergen;9;active;1;;
building;Bergen;9;can_run_now;0;;
building;Bergen;9;inputs;"{""Getreide"": 4, ""Hopfen"": 2, ""Holz"": 1}";;
building;Bergen;9;outputs;"{""Bier"": 10}";;
building;Bergen;10;id;hop_farm;;
building;Bergen;10;name;Hopfenplantage;;
building;Bergen;10;level;2;;
building;Bergen;10;active;1;;
building;Bergen;10;can_run_now;1;;
building;Bergen;10;inputs;{};;
building;Bergen;10;outputs;"{""Hopfen"": 5}";;
building;Bergen;11;id;tar_kiln;;
building;Bergen;11;name;Teerbrennerei;;
building;Bergen;11;level;2;;
building;Bergen;11;active;1;;
building;Bergen;11;can_run_now;1;;
building;Bergen;11;inputs;"{""Holz"": 3}";;
building;Bergen;11;outputs;"{""Teer"": 4}";;
city;Toensberg;;treasury;5333;Mark;
city;Toensberg;;bankrupt;0;;
city;Toensberg;;building_count;11;count;
city_inventory;Toensberg;Salz;stock;1602;units;
city_inventory;Toensberg;Salz;scarcity_factor;0.7800;;
city_inventory;Toensberg;Salz;market_price;77;Mark;
city_inventory;Toensberg;Holz;stock;296;units;
city_inventory;Toensberg;Holz;scarcity_factor;0.8800;;
city_inventory;Toensberg;Holz;market_price;50;Mark;
city_inventory;Toensberg;Pelze;stock;278;units;
city_inventory;Toensberg;Pelze;scarcity_factor;0.9000;;
city_inventory;Toensberg;Pelze;market_price;185;Mark;
city_inventory;Toensberg;Getreide;stock;0;units;
city_inventory;Toensberg;Getreide;scarcity_factor;1.4333;;
city_inventory;Toensberg;Getreide;market_price;74;Mark;
city_inventory;Toensberg;Tuch;stock;2125;units;
city_inventory;Toensberg;Tuch;scarcity_factor;0.7800;;
city_inventory;Toensberg;Tuch;market_price;94;Mark;
city_inventory;Toensberg;Hering;stock;2206;units;
city_inventory;Toensberg;Hering;scarcity_factor;0.7800;;
city_inventory;Toensberg;Hering;market_price;40;Mark;
city_inventory;Toensberg;Wein;stock;1883;units;
city_inventory;Toensberg;Wein;scarcity_factor;0.7800;;
city_inventory;Toensberg;Wein;market_price;130;Mark;
city_inventory;Toensberg;Bier;stock;552;units;
city_inventory;Toensberg;Bier;scarcity_factor;0.7800;;
city_inventory;Toensberg;Bier;market_price;46;Mark;
city_inventory;Toensberg;Hopfen;stock;753;units;
city_inventory;Toensberg;Hopfen;scarcity_factor;0.7800;;
city_inventory;Toensberg;Hopfen;market_price;82;Mark;
city_inventory;Toensberg;Teer;stock;846;units;
city_inventory;Toensberg;Teer;scarcity_factor;0.7800;;
city_inventory;Toensberg;Teer;market_price;103;Mark;
building;Toensberg;1;id;brewery;;
building;Toensberg;1;name;Brauerei;;
building;Toensberg;1;level;1;;
building;Toensberg;1;active;1;;
building;Toensberg;1;can_run_now;0;;
building;Toensberg;1;inputs;"{""Getreide"": 4, ""Holz"": 1}";;
building;Toensberg;1;outputs;"{""Bier"": 6}";;
building;Toensberg;2;id;fishery;;
building;Toensberg;2;name;Fischerei;;
building;Toensberg;2;level;2;;
building;Toensberg;2;active;1;;
building;Toensberg;2;can_run_now;1;;
building;Toensberg;2;inputs;{};;
building;Toensberg;2;outputs;"{""Hering"": 4}";;
building;Toensberg;3;id;grain_farm;;
building;Toensberg;3;name;Getreidehof;;
building;Toensberg;3;level;1;;
building;Toensberg;3;active;1;;
building;Toensberg;3;can_run_now;1;;
building;Toensberg;3;inputs;{};;
building;Toensberg;3;outputs;"{""Getreide"": 5}";;
building;Toensberg;4;id;salt_mine;;
building;Toensberg;4;name;Salzmine;;
building;Toensberg;4;level;1;;
building;Toensberg;4;active;1;;
building;Toensberg;4;can_run_now;1;;
building;Toensberg;4;inputs;{};;
building;Toensberg;4;outputs;"{""Salz"": 5}";;
building;Toensberg;5;id;tannery;;
building;Toensberg;5;name;Gerberei;;
building;Toensberg;5;level;1;;
building;Toensberg;5;active;1;;
building;Toensberg;5;can_run_now;1;;
building;Toensberg;5;inputs;"{""Salz"": 1}";;
building;Toensberg;5;outputs;"{""Pelze"": 2}";;
building;Toensberg;6;id;weavery;;
building;Toensberg;6;name;Weberei;;
building;Toensberg;6;level;1;;
building;Toensberg;6;active;1;;
building;Toensberg;6;can_run_now;1;;
building;Toensberg;6;inputs;"{""Holz"": 2}";;
building;Toensberg;6;outputs;"{""Tuch"": 3}";;
building;Toensberg;7;id;winery;;
building;Toensberg;7;name;Weinkellerei;;
building;Toensberg;7;level;1;;
building;Toensberg;7;active;1;;
building;Toensberg;7;can_run_now;0;;
building;Toensberg;7;inputs;"{""Getreide"": 3}";;
building;Toensberg;7;outputs;"{""Wein"": 3}";;
building;Toensberg;8;id;woodcutter;;
building;Toensberg;8;name;Holzfaeller;;
building;Toensberg;8;level;1;;
building;Toensberg;8;active;1;;
building;Toensberg;8;can_run_now;1;;
building;Toensberg;8;inputs;{};;
building;Toensberg;8;outputs;"{""Holz"": 6}";;
building;Toensberg;9;id;grand_brewery;;
building;Toensberg;9;name;Grossbrauerei;;
building;Toensberg;9;level;1;;
building;Toensberg;9;active;1;;
building;Toensberg;9;can_run_now;0;;
building;Toensberg;9;inputs;"{""Getreide"": 4, ""Hopfen"": 2, ""Holz"": 1}";;
building;Toensberg;9;outputs;"{""Bier"": 10}";;
building;Toensberg;10;id;hop_farm;;
building;Toensberg;10;name;Hopfenplantage;;
building;Toensberg;10;level;1;;
building;Toensberg;10;active;1;;
building;Toensberg;10;can_run_now;1;;
building;Toensberg;10;inputs;{};;
building;Toensberg;10;outputs;"{""Hopfen"": 5}";;
building;Toensberg;11;id;tar_kiln;;
building;Toensberg;11;name;Teerbrennerei;;
building;Toensberg;11;level;2;;
building;Toensberg;11;active;1;;
building;Toensberg;11;can_run_now;1;;
building;Toensberg;11;inputs;"{""Holz"": 3}";;
building;Toensberg;11;outputs;"{""Teer"": 4}";;
city;Warberg;;treasury;5453;Mark;
city;Warberg;;bankrupt;0;;
city;Warberg;;building_count;11;count;
city_inventory;Warberg;Salz;stock;1820;units;
city_inventory;Warberg;Salz;scarcity_factor;0.7800;;
city_inventory;Warberg;Salz;market_price;83;Mark;
city_inventory;Warberg;Holz;stock;1771;units;
city_inventory;Warberg;Holz;scarcity_factor;0.7800;;
city_inventory;Warberg;Holz;market_price;42;Mark;
city_inventory;Warberg;Pelze;stock;491;units;
city_inventory;Warberg;Pelze;scarcity_factor;0.7800;;
city_inventory;Warberg;Pelze;market_price;135;Mark;
city_inventory;Warberg;Getreide;stock;3;units;
city_inventory;Warberg;Getreide;scarcity_factor;1.4083;;
city_inventory;Warberg;Getreide;market_price;90;Mark;
city_inventory;Warberg;Tuch;stock;1288;units;
city_inventory;Warberg;Tuch;scarcity_factor;0.7800;;
city_inventory;Warberg;Tuch;market_price;96;Mark;
city_inventory;Warberg;Hering;stock;1913;units;
city_inventory;Warberg;Hering;scarcity_factor;0.7800;;
city_inventory;Warberg;Hering;market_price;51;Mark;
city_inventory;Warberg;Wein;stock;599;units;
city_inventory;Warberg;Wein;scarcity_factor;0.7800;;
city_inventory;Warberg;Wein;market_price;136;Mark;
city_inventory;Warberg;Bier;stock;5562;units;
city_inventory;Warberg;Bier;scarcity_factor;0.7800;;
city_inventory;Warberg;Bier;market_price;77;Mark;
city_inventory;Warberg;Hopfen;stock;680;units;
city_inventory;Warberg;Hopfen;scarcity_factor;0.7800;;
city_inventory;Warberg;Hopfen;market_price;88;Mark;
city_inventory;Warberg;Teer;stock;192;units;
city_inventory;Warberg;Teer;scarcity_factor;1.0000;;
city_inventory;Warberg;Teer;market_price;109;Mark;
building;Warberg;1;id;brewery;;
building;Warberg;1;name;Brauerei;;
building;Warberg;1;level;1;;
building;Warberg;1;active;1;;
building;Warberg;1;can_run_now;0;;
building;Warberg;1;inputs;"{""Getreide"": 4, ""Holz"": 1}";;
building;Warberg;1;outputs;"{""Bier"": 6}";;
building;Warberg;2;id;fishery;;
building;Warberg;2;name;Fischerei;;
building;Warberg;2;level;1;;
building;Warberg;2;active;1;;
building;Warberg;2;can_run_now;1;;
building;Warberg;2;inputs;{};;
building;Warberg;2;outputs;"{""Hering"": 4}";;
building;Warberg;3;id;grain_farm;;
building;Warberg;3;name;Getreidehof;;
building;Warberg;3;level;2;;
building;Warberg;3;active;1;;
building;Warberg;3;can_run_now;1;;
building;Warberg;3;inputs;{};;
building;Warberg;3;outputs;"{""Getreide"": 5}";;
building;Warberg;4;id;salt_mine;;
building;Warberg;4;name;Salzmine;;
building;Warberg;4;level;1;;
building;Warberg;4;active;1;;
building;Warberg;4;can_run_now;1;;
building;Warberg;4;inputs;{};;
building;Warberg;4;outputs;"{""Salz"": 5}";;
building;Warberg;5;id;tannery;;
building;Warberg;5;name;Gerberei;;
building;Warberg;5;level;1;;
building;Warberg;5;active;1;;
building;Warberg;5;can_run_now;1;;
building;Warberg;5;inputs;"{""Salz"": 1}";;
building;Warberg;5;outputs;"{""Pelze"": 2}";;
building;Warberg;6;id;weavery;;
building;Warberg;6;name;Weberei;;
building;Warberg;6;level;1;;
building;Warberg;6;active;1;;
building;Warberg;6;can_run_now;1;;
building;Warberg;6;inputs;"{""Holz"": 2}";;
building;Warberg;6;outputs;"{""Tuch"": 3}";;
building;Warberg;7;id;winery;;
building;Warberg;7;name;Weinkellerei;;
building;Warberg;7;level;1;;
building;Warberg;7;active;1;;
building;Warberg;7;can_run_now;1;;
building;Warberg;7;inputs;"{""Getreide"": 3}";;
building;Warberg;7;outputs;"{""Wein"": 3}";;
building;Warberg;8;id;woodcutter;;
building;Warberg;8;name;Holzfaeller;;
building;Warberg;8;level;1;;
building;Warberg;8;active;1;;
building;Warberg;8;can_run_now;1;;
building;Warberg;8;inputs;{};;
building;Warberg;8;outputs;"{""Holz"": 6}";;
building;Warberg;9;id;grand_brewery;;
building;Warberg;9;name;Grossbrauerei;;
building;Warberg;9;level;1;;
building;Warberg;9;active;1;;
building;Warberg;9;can_run_now;0;;
building;Warberg;9;inputs;"{""Getreide"": 4, ""Hopfen"": 2, ""Holz"": 1}";;
building;Warberg;9;outputs;"{""Bier"": 10}";;
building;Warberg;10;id;hop_farm;;
building;Warberg;10;name;Hopfenplantage;;
building;Warberg;10;level;1;;
building;Warberg;10;active;1;;
building;Warberg;10;can_run_now;1;;
building;Warberg;10;inputs;{};;
building;Warberg;10;outputs;"{""Hopfen"": 5}";;
building;Warberg;11;id;tar_kiln;;
building;Warberg;11;name;Teerbrennerei;;
building;Warberg;11;level;1;;
building;Warberg;11;active;1;;
building;Warberg;11;can_run_now;1;;
building;Warberg;11;inputs;"{""Holz"": 3}";;
building;Warberg;11;outputs;"{""Teer"": 4}";;
city;Malmoe;;treasury;4969;Mark;
city;Malmoe;;bankrupt;0;;
city;Malmoe;;building_count;11;count;
city_inventory;Malmoe;Salz;stock;781;units;
city_inventory;Malmoe;Salz;scarcity_factor;0.7800;;
city_inventory;Malmoe;Salz;market_price;82;Mark;
city_inventory;Malmoe;Holz;stock;1834;units;
city_inventory;Malmoe;Holz;scarcity_factor;0.7800;;
city_inventory;Malmoe;Holz;market_price;49;Mark;
city_inventory;Malmoe;Pelze;stock;1505;units;
city_inventory;Malmoe;Pelze;scarcity_factor;0.7800;;
city_inventory;Malmoe;Pelze;market_price;130;Mark;
city_inventory;Malmoe;Getreide;stock;0;units;
city_inventory;Malmoe;Getreide;scarcity_factor;1.4333;;
city_inventory;Malmoe;Getreide;market_price;61;Mark;
city_inventory;Malmoe;Tuch;stock;1192;units;
city_inventory;Malmoe;Tuch;scarcity_factor;0.7800;;
city_inventory;Malmoe;Tuch;market_price;113;Mark;
city_inventory;Malmoe;Hering;stock;1221;units;
city_inventory;Malmoe;Hering;scarcity_factor;0.7800;;
city_inventory;Malmoe;Hering;market_price;51;Mark;
city_inventory;Malmoe;Wein;stock;1720;units;
city_inventory;Malmoe;Wein;scarcity_factor;0.7800;;
city_inventory;Malmoe;Wein;market_price;109;Mark;
city_inventory;Malmoe;Bier;stock;1352;units;
city_inventory;Malmoe;Bier;scarcity_factor;0.7800;;
city_inventory;Malmoe;Bier;market_price;58;Mark;
city_inventory;Malmoe;Hopfen;stock;974;units;
city_inventory;Malmoe;Hopfen;scarcity_factor;0.7800;;
city_inventory;Malmoe;Hopfen;market_price;103;Mark;
city_inventory;Malmoe;Teer;stock;204;units;
city_inventory;Malmoe;Teer;scarcity_factor;1.0000;;
city_inventory;Malmoe;Teer;market_price;128;Mark;
building;Malmoe;1;id;brewery;;
building;Malmoe;1;name;Brauerei;;
building;Malmoe;1;level;1;;
building;Malmoe;1;active;1;;
building;Malmoe;1;can_run_now;0;;
building;Malmoe;1;inputs;"{""Getreide"": 4, ""Holz"": 1}";;
building;Malmoe;1;outputs;"{""Bier"": 6}";;
building;Malmoe;2;id;fishery;;
building;Malmoe;2;name;Fischerei;;
building;Malmoe;2;level;1;;
building;Malmoe;2;active;1;;
building;Malmoe;2;can_run_now;1;;
building;Malmoe;2;inputs;{};;
building;Malmoe;2;outputs;"{""Hering"": 4}";;
building;Malmoe;3;id;grain_farm;;
building;Malmoe;3;name;Getreidehof;;
building;Malmoe;3;level;1;;
building;Malmoe;3;active;1;;
building;Malmoe;3;can_run_now;1;;
building;Malmoe;3;inputs;{};;
building;Malmoe;3;outputs;"{""Getreide"": 5}";;
building;Malmoe;4;id;salt_mine;;
building;Malmoe;4;name;Salzmine;;
building;Malmoe;4;level;1;;
building;Malmoe;4;active;1;;
building;Malmoe;4;can_run_now;1;;
building;Malmoe;4;inputs;{};;
building;Malmoe;4;outputs;"{""Salz"": 5}";;
building;Malmoe;5;id;tannery;;
building;Malmoe;5;name;Gerberei;;
building;Malmoe;5;level;1;;
building;Malmoe;5;active;1;;
building;Malmoe;5;can_run_now;1;;
building;Malmoe;5;inputs;"{""Salz"": 1}";;
building;Malmoe;5;outputs;"{""Pelze"": 2}";;
building;Malmoe;6;id;weavery;;
building;Malmoe;6;name;Weberei;;
building;Malmoe;6;level;2;;
building;Malmoe;6;active;1;;
building;Malmoe;6;can_run_now;1;;
building;Malmoe;6;inputs;"{""Holz"": 2}";;
building;Malmoe;6;outputs;"{""Tuch"": 3}";;
building;Malmoe;7;id;winery;;
building;Malmoe;7;name;Weinkellerei;;
building;Malmoe;7;level;1;;
building;Malmoe;7;active;1;;
building;Malmoe;7;can_run_now;0;;
building;Malmoe;7;inputs;"{""Getreide"": 3}";;
building;Malmoe;7;outputs;"{""Wein"": 3}";;
building;Malmoe;8;id;woodcutter;;
building;Malmoe;8;name;Holzfaeller;;
building;Malmoe;8;level;1;;
building;Malmoe;8;active;1;;
building;Malmoe;8;can_run_now;1;;
building;Malmoe;8;inputs;{};;
building;Malmoe;8;outputs;"{""Holz"": 6}";;
building;Malmoe;9;id;grand_brewery;;
building;Malmoe;9;name;Grossbrauerei;;
building;Malmoe;9;level;1;;
building;Malmoe;9;active;1;;
building;Malmoe;9;can_run_now;0;;
building;Malmoe;9;inputs;"{""Getreide"": 4, ""Hopfen"": 2, ""Holz"": 1}";;
building;Malmoe;9;outputs;"{""Bier"": 10}";;
building;Malmoe;10;id;hop_farm;;
building;Malmoe;10;name;Hopfenplantage;;
building;Malmoe;10;level;1;;
building;Malmoe;10;active;1;;
building;Malmoe;10;can_run_now;1;;
building;Malmoe;10;inputs;{};;
building;Malmoe;10;outputs;"{""Hopfen"": 5}";;
building;Malmoe;11;id;tar_kiln;;
building;Malmoe;11;name;Teerbrennerei;;
building;Malmoe;11;level;1;;
building;Malmoe;11;active;1;;
building;Malmoe;11;can_run_now;1;;
building;Malmoe;11;inputs;"{""Holz"": 3}";;
building;Malmoe;11;outputs;"{""Teer"": 4}";;
city;Ystad;;treasury;5451;Mark;
city;Ystad;;bankrupt;0;;
city;Ystad;;building_count;11;count;
city_inventory;Ystad;Salz;stock;562;units;
city_inventory;Ystad;Salz;scarcity_factor;0.7800;;
city_inventory;Ystad;Salz;market_price;78;Mark;
city_inventory;Ystad;Holz;stock;3029;units;
city_inventory;Ystad;Holz;scarcity_factor;0.7800;;
city_inventory;Ystad;Holz;market_price;47;Mark;
city_inventory;Ystad;Pelze;stock;1401;units;
city_inventory;Ystad;Pelze;scarcity_factor;0.7800;;
city_inventory;Ystad;Pelze;market_price;162;Mark;
city_inventory;Ystad;Getreide;stock;2;units;
city_inventory;Ystad;Getreide;scarcity_factor;1.4167;;
city_inventory;Ystad;Getreide;market_price;74;Mark;
city_inventory;Ystad;Tuch;stock;848;units;
city_inventory;Ystad;Tuch;scarcity_factor;0.7800;;
city_inventory;Ystad;Tuch;market_price;135;Mark;
city_inventory;Ystad;Hering;stock;3756;units;
city_inventory;Ystad;Hering;scarcity_factor;0.7800;;
city_inventory;Ystad;Hering;market_price;48;Mark;
city_inventory;Ystad;Wein;stock;1702;units;
city_inventory;Ystad;Wein;scarcity_factor;0.7800;;
city_inventory;Ystad;Wein;market_price;111;Mark;
city_inventory;Ystad;Bier;stock;1372;units;
city_inventory;Ystad;Bier;scarcity_factor;0.7800;;
city_inventory;Ystad;Bier;market_price;59;Mark;
city_inventory;Ystad;Hopfen;stock;168;units;
city_inventory;Ystad;Hopfen;scarcity_factor;1.0000;;
city_inventory;Ystad;Hopfen;market_price;80;Mark;
city_inventory;Ystad;Teer;stock;477;units;
city_inventory;Ystad;Teer;scarcity_factor;0.7800;;
city_inventory;Ystad;Teer;market_price;131;Mark;
building;Ystad;1;id;brewery;;
building;Ystad;1;name;Brauerei;;
building;Ystad;1;level;1;;
building;Ystad;1;active;1;;
building;Ystad;1;can_run_now;0;;
building;Ystad;1;inputs;"{""Getreide"": 4, ""Holz"": 1}";;
building;Ystad;1;outputs;"{""Bier"": 6}";;
building;Ystad;2;id;fishery;;
building;Ystad;2;name;Fischerei;;
building;Ystad;2;level;2;;
building;Ystad;2;active;1;;
building;Ystad;2;can_run_now;1;;
building;Ystad;2;inputs;{};;
building;Ystad;2;outputs;"{""Hering"": 4}";;
building;Ystad;3;id;grain_farm;;
building;Ystad;3;name;Getreidehof;;
building;Ystad;3;level;1;;
building;Ystad;3;active;1;;
building;Ystad;3;can_run_now;1;;
building;Ystad;3;inputs;{};;
building;Ystad;3;outputs;"{""Getreide"": 5}";;
building;Ystad;4;id;salt_mine;;
building;Ystad;4;name;Salzmine;;
building;Ystad;4;level;1;;
building;Ystad;4;active;1;;
building;Ystad;4;can_run_now;1;;
building;Ystad;4;inputs;{};;
building;Ystad;4;outputs;"{""Salz"": 5}";;
building;Ystad;5;id;tannery;;
building;Ystad;5;name;Gerberei;;
building;Ystad;5;level;1;;
