section;entity;subentity;key;value;unit;note
building;Toensberg;11;name;Teerbrennerei;;
building;Toensberg;11;level;2;;
building;Toensberg;11;active;1;;
building;Toensberg;11;can_run_now;1;;
building;Toensberg;11;inputs;"{""Holz"": 3}";;
building;Toensberg;11;outputs;"{""Teer"": 4}";;
city;Warberg;;treasury;5691;Mark;
city;Warberg;;bankrupt;0;;
city;Warberg;;building_count;11;count;
city_inventory;Warberg;Salz;stock;1637;units;
city_inventory;Warberg;Salz;scarcity_factor;0.7800;;
city_inventory;Warberg;Salz;market_price;105;Mark;
city_inventory;Warberg;Holz;stock;1102;units;
city_inventory;Warberg;Holz;scarcity_factor;0.7800;;
city_inventory;Warberg;Holz;market_price;50;Mark;
city_inventory;Warberg;Pelze;stock;252;units;
city_inventory;Warberg;Pelze;scarcity_factor;0.9360;;
city_inventory;Warberg;Pelze;market_price;222;Mark;
city_inventory;Warberg;Getreide;stock;5;units;
city_inventory;Warberg;Getreide;scarcity_factor;1.3917;;
city_inventory;Warberg;Getreide;market_price;86;Mark;
city_inventory;Warberg;Tuch;stock;1105;units;
city_inventory;Warberg;Tuch;scarcity_factor;0.7800;;
city_inventory;Warberg;Tuch;market_price;137;Mark;
city_inventory;Warberg;Hering;stock;2050;units;
city_inventory;Warberg;Hering;scarcity_factor;0.7800;;
city_inventory;Warberg;Hering;market_price;70;Mark;
city_inventory;Warberg;Wein;stock;1040;units;
city_inventory;Warberg;Wein;scarcity_factor;0.7800;;
city_inventory;Warberg;Wein;market_price;207;Mark;
city_inventory;Warberg;Bier;stock;5806;units;
city_inventory;Warberg;Bier;scarcity_factor;0.7800;;
city_inventory;Warberg;Bier;market_price;81;Mark;
city_inventory;Warberg;Hopfen;stock;1368;units;
city_inventory;Warberg;Hopfen;scarcity_factor;0.7800;;
city_inventory;Warberg;Hopfen;market_price;142;Mark;
city_inventory;Warberg;Teer;stock;268;units;
city_inventory;Warberg;Teer;scarcity_factor;0.9111;;
city_inventory;Warberg;Teer;market_price;151;Mark;
building;Warberg;1;id;brewery;;
building;Warberg;1;name;Brauerei;;
building;Warberg;1;level;1;;
building;Warberg;1;active;1;;
building;Warberg;1;can_run_now;1;;
building;Warberg;1;inputs;"{""Getreide"": 4, ""Holz"": 1}";;
building;Warberg;1;outputs;"{""Bier"": 6}";;
building;Warberg;2;id;fishery;;
building;Warberg;2;name;Fischerei;;
building;Warberg;2;level;1;;
building;Warberg;2;active;1;;
building;Warberg;2;can_run_now;1;;
building;Warberg;2;inputs;{};;
building;Warberg;2;outputs;"{""Hering"": 4}";;
building;Warberg;3;id;grain_farm;;
building;Warberg;3;name;Getreidehof;;
building;Warberg;3;level;2;;
building;Warberg;3;active;1;;
building;Warberg;3;can_run_now;1;;
building;Warberg;3;inputs;{};;
building;Warberg;3;outputs;"{""Getreide"": 5}";;
building;Warberg;4;id;salt_mine;;
building;Warberg;4;name;Salzmine;;
building;Warberg;4;level;1;;
building;Warberg;4;active;1;;
building;Warberg;4;can_run_now;1;;
building;Warberg;4;inputs;{};;
building;Warberg;4;outputs;"{""Salz"": 5}";;
building;Warberg;5;id;tannery;;
building;Warberg;5;name;Gerberei;;
building;Warberg;5;level;1;;
building;Warberg;5;active;1;;
building;Warberg;5;can_run_now;1;;
building;Warberg;5;inputs;"{""Salz"": 1}";;
building;Warberg;5;outputs;"{""Pelze"": 2}";;
building;Warberg;6;id;weavery;;
building;Warberg;6;name;Weberei;;
building;Warberg;6;level;1;;
building;Warberg;6;active;1;;
building;Warberg;6;can_run_now;1;;
building;Warberg;6;inputs;"{""Holz"": 2}";;
building;Warberg;6;outputs;"{""Tuch"": 3}";;
building;Warberg;7;id;winery;;
building;Warberg;7;name;Weinkellerei;;
building;Warberg;7;level;1;;
building;Warberg;7;active;1;;
building;Warberg;7;can_run_now;1;;
building;Warberg;7;inputs;"{""Getreide"": 3}";;
building;Warberg;7;outputs;"{""Wein"": 3}";;
building;Warberg;8;id;woodcutter;;
building;Warberg;8;name;Holzfaeller;;
building;Warberg;8;level;1;;
building;Warberg;8;active;1;;
building;Warberg;8;can_run_now;1;;
building;Warberg;8;inputs;{};;
building;Warberg;8;outputs;"{""Holz"": 6}";;
building;Warberg;9;id;grand_brewery;;
building;Warberg;9;name;Grossbrauerei;;
building;Warberg;9;level;1;;
building;Warberg;9;active;1;;
building;Warberg;9;can_run_now;1;;
building;Warberg;9;inputs;"{""Getreide"": 4, ""Hopfen"": 2, ""Holz"": 1}";;
building;Warberg;9;outputs;"{""Bier"": 10}";;
building;Warberg;10;id;hop_farm;;
building;Warberg;10;name;Hopfenplantage;;
building;Warberg;10;level;1;;
building;Warberg;10;active;1;;
building;Warberg;10;can_run_now;1;;
building;Warberg;10;inputs;{};;
building;Warberg;10;outputs;"{""Hopfen"": 5}";;
building;Warberg;11;id;tar_kiln;;
building;Warberg;11;name;Teerbrennerei;;
building;Warberg;11;level;1;;
building;Warberg;11;active;1;;
building;Warberg;11;can_run_now;1;;
building;Warberg;11;inputs;"{""Holz"": 3}";;
building;Warberg;11;outputs;"{""Teer"": 4}";;
city;Malmoe;;treasury;5217;Mark;
city;Malmoe;;bankrupt;0;;
city;Malmoe;;building_count;11;count;
city_inventory;Malmoe;Salz;stock;838;units;
city_inventory;Malmoe;Salz;scarcity_factor;0.7800;;
city_inventory;Malmoe;Salz;market_price;72;Mark;
city_inventory;Malmoe;Holz;stock;1509;units;
city_inventory;Malmoe;Holz;scarcity_factor;0.7800;;
city_inventory;Malmoe;Holz;market_price;49;Mark;
city_inventory;Malmoe;Pelze;stock;1543;units;
city_inventory;Malmoe;Pelze;scarcity_factor;0.7800;;
city_inventory;Malmoe;Pelze;market_price;183;Mark;
city_inventory;Malmoe;Getreide;stock;2;units;
city_inventory;Malmoe;Getreide;scarcity_factor;1.4167;;
city_inventory;Malmoe;Getreide;market_price;77;Mark;
city_inventory;Malmoe;Tuch;stock;1306;units;
city_inventory;Malmoe;Tuch;scarcity_factor;0.7800;;
city_inventory;Malmoe;Tuch;market_price;107;Mark;
city_inventory;Malmoe;Hering;stock;1278;units;
city_inventory;Malmoe;Hering;scarcity_factor;0.7800;;
city_inventory;Malmoe;Hering;market_price;49;Mark;
city_inventory;Malmoe;Wein;stock;1777;units;
city_inventory;Malmoe;Wein;scarcity_factor;0.7800;;
city_inventory;Malmoe;Wein;market_price;173;Mark;
city_inventory;Malmoe;Bier;stock;1412;units;
city_inventory;Malmoe;Bier;scarcity_factor;0.7800;;
city_inventory;Malmoe;Bier;market_price;61;Mark;
city_inventory;Malmoe;Hopfen;stock;1057;units;
city_inventory;Malmoe;Hopfen;scarcity_factor;0.7800;;
city_inventory;Malmoe;Hopfen;market_price;113;Mark;
city_inventory;Malmoe;Teer;stock;580;units;
city_inventory;Malmoe;Teer;scarcity_factor;0.7800;;
city_inventory;Malmoe;Teer;market_price;117;Mark;
building;Malmoe;1;id;brewery;;
building;Malmoe;1;name;Brauerei;;
building;Malmoe;1;level;1;;
building;Malmoe;1;active;1;;
building;Malmoe;1;can_run_now;0;;
building;Malmoe;1;inputs;"{""Getreide"": 4, ""Holz"": 1}";;
building;Malmoe;1;outputs;"{""Bier"": 6}";;
building;Malmoe;2;id;fishery;;
building;Malmoe;2;name;Fischerei;;
building;Malmoe;2;level;1;;
building;Malmoe;2;active;1;;
building;Malmoe;2;can_run_now;1;;
building;Malmoe;2;inputs;{};;
building;Malmoe;2;outputs;"{""Hering"": 4}";;
building;Malmoe;3;id;grain_farm;;
building;Malmoe;3;name;Getreidehof;;
building;Malmoe;3;level;1;;
building;Malmoe;3;active;1;;
building;Malmoe;3;can_run_now;1;;
building;Malmoe;3;inputs;{};;
building;Malmoe;3;outputs;"{""Getreide"": 5}";;
building;Malmoe;4;id;salt_mine;;
building;Malmoe;4;name;Salzmine;;
building;Malmoe;4;level;1;;
building;Malmoe;4;active;1;;
building;Malmoe;4;can_run_now;1;;
building;Malmoe;4;inputs;{};;
building;Malmoe;4;outputs;"{""Salz"": 5}";;
building;Malmoe;5;id;tannery;;
building;Malmoe;5;name;Gerberei;;
building;Malmoe;5;level;1;;
building;Malmoe;5;active;1;;
building;Malmoe;5;can_run_now;1;;
building;Malmoe;5;inputs;"{""Salz"": 1}";;
building;Malmoe;5;outputs;"{""Pelze"": 2}";;
building;Malmoe;6;id;weavery;;
building;Malmoe;6;name;Weberei;;
building;Malmoe;6;level;2;;
building;Malmoe;6;active;1;;
building;Malmoe;6;can_run_now;1;;
building;Malmoe;6;inputs;"{""Holz"": 2}";;
building;Malmoe;6;outputs;"{""Tuch"": 3}";;
building;Malmoe;7;id;winery;;
building;Malmoe;7;name;Weinkellerei;;
building;Malmoe;7;level;1;;
building;Malmoe;7;active;1;;
building;Malmoe;7;can_run_now;0;;
building;Malmoe;7;inputs;"{""Getreide"": 3}";;
building;Malmoe;7;outputs;"{""Wein"": 3}";;
building;Malmoe;8;id;woodcutter;;
building;Malmoe;8;name;Holzfaeller;;
building;Malmoe;8;level;1;;
building;Malmoe;8;active;1;;
building;Malmoe;8;can_run_now;1;;
building;Malmoe;8;inputs;{};;
building;Malmoe;8;outputs;"{""Holz"": 6}";;
building;Malmoe;9;id;grand_brewery;;
building;Malmoe;9;name;Grossbrauerei;;
building;Malmoe;9;level;1;;
building;Malmoe;9;active;1;;
building;Malmoe;9;can_run_now;0;;
building;Malmoe;9;inputs;"{""Getreide"": 4, ""Hopfen"": 2, ""Holz"": 1}";;
building;Malmoe;9;outputs;"{""Bier"": 10}";;
building;Malmoe;10;id;hop_farm;;
building;Malmoe;10;name;Hopfenplantage;;
building;Malmoe;10;level;1;;
building;Malmoe;10;active;1;;
building;Malmoe;10;can_run_now;1;;
building;Malmoe;10;inputs;{};;
building;Malmoe;10;outputs;"{""Hopfen"": 5}";;
building;Malmoe;11;id;tar_kiln;;
building;Malmoe;11;name;Teerbrennerei;;
building;Malmoe;11;level;1;;
building;Malmoe;11;active;1;;
building;Malmoe;11;can_run_now;1;;
building;Malmoe;11;inputs;"{""Holz"": 3}";;
building;Malmoe;11;outputs;"{""Teer"": 4}";;
city;Ystad;;treasury;5718;Mark;
city;Ystad;;bankrupt;0;;
city;Ystad;;building_count;11;count;
city_inventory;Ystad;Salz;stock;319;units;
city_inventory;Ystad;Salz;scarcity_factor;0.8544;;
city_inventory;Ystad;Salz;market_price;103;Mark;
city_inventory;Ystad;Holz;stock;3521;units;
city_inventory;Ystad;Holz;scarcity_factor;0.7800;;
city_inventory;Ystad;Holz;market_price;54;Mark;
city_inventory;Ystad;Pelze;stock;1739;units;
city_inventory;Ystad;Pelze;scarcity_factor;0.7800;;
city_inventory;Ystad;Pelze;market_price;156;Mark;
city_inventory;Ystad;Getreide;stock;3;units;
city_inventory;Ystad;Getreide;scarcity_factor;1.4083;;
city_inventory;Ystad;Getreide;market_price;78;Mark;
city_inventory;Ystad;Tuch;stock;905;units;
city_inventory;Ystad;Tuch;scarcity_factor;0.7800;;
city_inventory;Ystad;Tuch;market_price;118;Mark;
city_inventory;Ystad;Hering;stock;3889;units;
city_inventory;Ystad;Hering;scarcity_factor;0.7800;;
city_inventory;Ystad;Hering;market_price;66;Mark;
city_inventory;Ystad;Wein;stock;1049;units;
city_inventory;Ystad;Wein;scarcity_factor;0.7800;;
city_inventory;Ystad;Wein;market_price;121;Mark;
city_inventory;Ystad;Bier;stock;1432;units;
city_inventory;Ystad;Bier;scarcity_factor;0.7800;;
city_inventory;Ystad;Bier;market_price;72;Mark;
city_inventory;Ystad;Hopfen;stock;251;units;
city_inventory;Ystad;Hopfen;scarcity_factor;0.9380;;
city_inventory;Ystad;Hopfen;market_price;94;Mark;
city_inventory;Ystad;Teer;stock;553;units;
city_inventory;Ystad;Teer;scarcity_factor;0.7800;;
city_inventory;Ystad;Teer;market_price;124;Mark;
building;Ystad;1;id;brewery;;
building;Ystad;1;name;Brauerei;;
building;Ystad;1;level;1;;
building;Ystad;1;active;1;;
building;Ystad;1;can_run_now;0;;
building;Ystad;1;inputs;"{""Getreide"": 4, ""Holz"": 1}";;
building;Ystad;1;outputs;"{""Bier"": 6}";;
building;Ystad;2;id;fishery;;
building;Ystad;2;name;Fischerei;;
building;Ystad;2;level;2;;
building;Ystad;2;active;1;;
building;Ystad;2;can_run_now;1;;
building;Ystad;2;inputs;{};;
building;Ystad;2;outputs;"{""Hering"": 4}";;
building;Ystad;3;id;grain_farm;;
building;Ystad;3;name;Getreidehof;;
building;Ystad;3;level;1;;
building;Ystad;3;active;1;;
building;Ystad;3;can_run_now;1;;
building;Ystad;3;inputs;{};;
building;Ystad;3;outputs;"{""Getreide"": 5}";;
building;Ystad;4;id;salt_mine;;
building;Ystad;4;name;Salzmine;;
building;Ystad;4;level;1;;
building;Ystad;4;active;1;;
building;Ystad;4;can_run_now;1;;
building;Ystad;4;inputs;{};;
building;Ystad;4;outputs;"{""Salz"": 5}";;
building;Ystad;5;id;tannery;;
building;Ystad;5;name;Gerberei;;
building;Ystad;5;level;1;;
