section;entity;subentity;key;value;unit;note
city_inventory;Toensberg;Holz;stock;799;units;
city_inventory;Toensberg;Holz;scarcity_factor;0.7800;;
city_inventory;Toensberg;Holz;market_price;38;Mark;
city_inventory;Toensberg;Pelze;stock;0;units;
city_inventory;Toensberg;Pelze;scarcity_factor;1.4333;;
city_inventory;Toensberg;Pelze;market_price;176;Mark;
city_inventory;Toensberg;Getreide;stock;224;units;
city_inventory;Toensberg;Getreide;scarcity_factor;0.9920;;
city_inventory;Toensberg;Getreide;market_price;48;Mark;
city_inventory;Toensberg;Tuch;stock;200;units;
city_inventory;Toensberg;Tuch;scarcity_factor;1.0000;;
city_inventory;Toensberg;Tuch;market_price;115;Mark;
city_inventory;Toensberg;Hering;stock;70;units;
city_inventory;Toensberg;Hering;scarcity_factor;1.1750;;
city_inventory;Toensberg;Hering;market_price;61;Mark;
city_inventory;Toensberg;Wein;stock;169;units;
city_inventory;Toensberg;Wein;scarcity_factor;1.0000;;
city_inventory;Toensberg;Wein;market_price;191;Mark;
city_inventory;Toensberg;Bier;stock;180;units;
city_inventory;Toensberg;Bier;scarcity_factor;1.0000;;
city_inventory;Toensberg;Bier;market_price;66;Mark;
building;Toensberg;1;id;woodcutter;;
building;Toensberg;1;name;Holzfaeller;;
building;Toensberg;1;level;1;;
building;Toensberg;1;active;1;;
building;Toensberg;1;can_run_now;1;;
building;Toensberg;1;inputs;{};;
building;Toensberg;1;outputs;"{""Holz"": 6}";;
city;Warberg;;treasury;-108;Mark;
city;Warberg;;building_count;1;count;
city_inventory;Warberg;Salz;stock;0;units;
city_inventory;Warberg;Salz;scarcity_factor;1.4333;;
city_inventory;Warberg;Salz;market_price;136;Mark;
city_inventory;Warberg;Holz;stock;809;units;
city_inventory;Warberg;Holz;scarcity_factor;0.7800;;
city_inventory;Warberg;Holz;market_price;45;Mark;
city_inventory;Warberg;Pelze;stock;186;units;
city_inventory;Warberg;Pelze;scarcity_factor;1.0000;;
city_inventory;Warberg;Pelze;market_price;88;Mark;
city_inventory;Warberg;Getreide;stock;34;units;
city_inventory;Warberg;Getreide;scarcity_factor;1.1500;;
city_inventory;Warberg;Getreide;market_price;51;Mark;
city_inventory;Warberg;Tuch;stock;0;units;
city_inventory;Warberg;Tuch;scarcity_factor;1.4333;;
city_inventory;Warberg;Tuch;market_price;181;Mark;
city_inventory;Warberg;Hering;stock;147;units;
city_inventory;Warberg;Hering;scarcity_factor;1.0000;;
city_inventory;Warberg;Hering;market_price;68;Mark;
city_inventory;Warberg;Wein;stock;71;units;
city_inventory;Warberg;Wein;scarcity_factor;1.1725;;
city_inventory;Warberg;Wein;market_price;267;Mark;
city_inventory;Warberg;Bier;stock;80;units;
city_inventory;Warberg;Bier;scarcity_factor;1.1500;;
city_inventory;Warberg;Bier;market_price;121;Mark;
building;Warberg;1;id;woodcutter;;
building;Warberg;1;name;Holzfaeller;;
building;Warberg;1;level;1;;
building;Warberg;1;active;1;;
building;Warberg;1;can_run_now;1;;
building;Warberg;1;inputs;{};;
building;Warberg;1;outputs;"{""Holz"": 6}";;
city;Malmoe;;treasury;-108;Mark;
city;Malmoe;;building_count;1;count;
city_inventory;Malmoe;Salz;stock;133;units;
city_inventory;Malmoe;Salz;scarcity_factor;1.0000;;
city_inventory;Malmoe;Salz;market_price;106;Mark;
city_inventory;Malmoe;Holz;stock;807;units;
city_inventory;Malmoe;Holz;scarcity_factor;0.7800;;
city_inventory;Malmoe;Holz;market_price;56;Mark;
city_inventory;Malmoe;Pelze;stock;20;units;
city_inventory;Malmoe;Pelze;scarcity_factor;1.2667;;
city_inventory;Malmoe;Pelze;market_price;229;Mark;
city_inventory;Malmoe;Getreide;stock;11;units;
city_inventory;Malmoe;Getreide;scarcity_factor;1.3417;;
city_inventory;Malmoe;Getreide;market_price;61;Mark;
city_inventory;Malmoe;Tuch;stock;20;units;
city_inventory;Malmoe;Tuch;scarcity_factor;1.2667;;
city_inventory;Malmoe;Tuch;market_price;156;Mark;
city_inventory;Malmoe;Hering;stock;22;units;
city_inventory;Malmoe;Hering;scarcity_factor;1.2500;;
city_inventory;Malmoe;Hering;market_price;87;Mark;
city_inventory;Malmoe;Wein;stock;140;units;
city_inventory;Malmoe;Wein;scarcity_factor;1.0000;;
city_inventory;Malmoe;Wein;market_price;249;Mark;
city_inventory;Malmoe;Bier;stock;240;units;
city_inventory;Malmoe;Bier;scarcity_factor;0.9600;;
city_inventory;Malmoe;Bier;market_price;117;Mark;
building;Malmoe;1;id;woodcutter;;
building;Malmoe;1;name;Holzfaeller;;
building;Malmoe;1;level;1;;
building;Malmoe;1;active;1;;
building;Malmoe;1;can_run_now;1;;
building;Malmoe;1;inputs;{};;
building;Malmoe;1;outputs;"{""Holz"": 6}";;
city;Ystad;;treasury;-108;Mark;
city;Ystad;;building_count;1;count;
city_inventory;Ystad;Salz;stock;0;units;
city_inventory;Ystad;Salz;scarcity_factor;1.4333;;
city_inventory;Ystad;Salz;market_price;142;Mark;
city_inventory;Ystad;Holz;stock;769;units;
city_inventory;Ystad;Holz;scarcity_factor;0.7800;;
city_inventory;Ystad;Holz;market_price;55;Mark;
city_inventory;Ystad;Pelze;stock;360;units;
city_inventory;Ystad;Pelze;scarcity_factor;0.8089;;
city_inventory;Ystad;Pelze;market_price;135;Mark;
city_inventory;Ystad;Getreide;stock;15;units;
city_inventory;Ystad;Getreide;scarcity_factor;1.3083;;
city_inventory;Ystad;Getreide;market_price;70;Mark;
city_inventory;Ystad;Tuch;stock;0;units;
city_inventory;Ystad;Tuch;scarcity_factor;1.4333;;
city_inventory;Ystad;Tuch;market_price;188;Mark;
city_inventory;Ystad;Hering;stock;102;units;
city_inventory;Ystad;Hering;scarcity_factor;1.0950;;
city_inventory;Ystad;Hering;market_price;77;Mark;
city_inventory;Ystad;Wein;stock;0;units;
city_inventory;Ystad;Wein;scarcity_factor;1.4333;;
city_inventory;Ystad;Wein;market_price;424;Mark;
city_inventory;Ystad;Bier;stock;0;units;
city_inventory;Ystad;Bier;scarcity_factor;1.4333;;
city_inventory;Ystad;Bier;market_price;155;Mark;
building;Ystad;1;id;woodcutter;;
building;Ystad;1;name;Holzfaeller;;
building;Ystad;1;level;1;;
building;Ystad;1;active;1;;
building;Ystad;1;can_run_now;1;;
building;Ystad;1;inputs;{};;
building;Ystad;1;outputs;"{""Holz"": 6}";;
city;Visby;;treasury;-108;Mark;
city;Visby;;building_count;1;count;
city_inventory;Visby;Salz;stock;78;units;
city_inventory;Visby;Salz;scarcity_factor;1.1550;;
city_inventory;Visby;Salz;market_price;117;Mark;
city_inventory;Visby;Holz;stock;838;units;
city_inventory;Visby;Holz;scarcity_factor;0.7800;;
city_inventory;Visby;Holz;market_price;45;Mark;
city_inventory;Visby;Pelze;stock;160;units;
city_inventory;Visby;Pelze;scarcity_factor;1.0000;;
city_inventory;Visby;Pelze;market_price;109;Mark;
city_inventory;Visby;Getreide;stock;0;units;
city_inventory;Visby;Getreide;scarcity_factor;1.4333;;
city_inventory;Visby;Getreide;market_price;61;Mark;
city_inventory;Visby;Tuch;stock;100;units;
city_inventory;Visby;Tuch;scarcity_factor;1.1000;;
city_inventory;Visby;Tuch;market_price;97;Mark;
city_inventory;Visby;Hering;stock;31;units;
city_inventory;Visby;Hering;scarcity_factor;1.1750;;
city_inventory;Visby;Hering;market_price;77;Mark;
city_inventory;Visby;Wein;stock;20;units;
city_inventory;Visby;Wein;scarcity_factor;1.2667;;
city_inventory;Visby;Wein;market_price;250;Mark;
city_inventory;Visby;Bier;stock;133;units;
city_inventory;Visby;Bier;scarcity_factor;1.0000;;
city_inventory;Visby;Bier;market_price;66;Mark;
building;Visby;1;id;woodcutter;;
building;Visby;1;name;Holzfaeller;;
building;Visby;1;level;1;;
building;Visby;1;active;1;;
building;Visby;1;can_run_now;1;;
building;Visby;1;inputs;{};;
building;Visby;1;outputs;"{""Holz"": 6}";;
city;Riga;;treasury;-216;Mark;
city;Riga;;building_count;2;count;
city_inventory;Riga;Salz;stock;526;units;
city_inventory;Riga;Salz;scarcity_factor;0.7800;;
city_inventory;Riga;Salz;market_price;102;Mark;
city_inventory;Riga;Holz;stock;798;units;
city_inventory;Riga;Holz;scarcity_factor;0.7800;;
city_inventory;Riga;Holz;market_price;56;Mark;
city_inventory;Riga;Pelze;stock;0;units;
city_inventory;Riga;Pelze;scarcity_factor;1.4333;;
city_inventory;Riga;Pelze;market_price;252;Mark;
city_inventory;Riga;Getreide;stock;44;units;
city_inventory;Riga;Getreide;scarcity_factor;1.2400;;
city_inventory;Riga;Getreide;market_price;83;Mark;
city_inventory;Riga;Tuch;stock;0;units;
city_inventory;Riga;Tuch;scarcity_factor;1.4333;;
city_inventory;Riga;Tuch;market_price;236;Mark;
city_inventory;Riga;Hering;stock;218;units;
city_inventory;Riga;Hering;scarcity_factor;1.0000;;
city_inventory;Riga;Hering;market_price;84;Mark;
city_inventory;Riga;Wein;stock;100;units;
city_inventory;Riga;Wein;scarcity_factor;1.1000;;
city_inventory;Riga;Wein;market_price;351;Mark;
city_inventory;Riga;Bier;stock;174;units;
city_inventory;Riga;Bier;scarcity_factor;1.0000;;
city_inventory;Riga;Bier;market_price;95;Mark;
building;Riga;1;id;salt_mine;;
building;Riga;1;name;Salzmine;;
building;Riga;1;level;1;;
building;Riga;1;active;1;;
building;Riga;1;can_run_now;1;;
building;Riga;1;inputs;{};;
building;Riga;1;outputs;"{""Salz"": 5}";;
building;Riga;2;id;woodcutter;;
building;Riga;2;name;Holzfaeller;;
building;Riga;2;level;1;;
building;Riga;2;active;1;;
building;Riga;2;can_run_now;1;;
building;Riga;2;inputs;{};;
building;Riga;2;outputs;"{""Holz"": 6}";;
city;Novgorod;;treasury;-216;Mark;
city;Novgorod;;building_count;2;count;
city_inventory;Novgorod;Salz;stock;355;units;
city_inventory;Novgorod;Salz;scarcity_factor;0.8144;;
city_inventory;Novgorod;Salz;market_price;73;Mark;
city_inventory;Novgorod;Holz;stock;785;units;
city_inventory;Novgorod;Holz;scarcity_factor;0.7800;;
city_inventory;Novgorod;Holz;market_price;37;Mark;
city_inventory;Novgorod;Pelze;stock;20;units;
city_inventory;Novgorod;Pelze;scarcity_factor;1.2667;;
city_inventory;Novgorod;Pelze;market_price;158;Mark;
city_inventory;Novgorod;Getreide;stock;43;units;
city_inventory;Novgorod;Getreide;scarcity_factor;1.2425;;
city_inventory;Novgorod;Getreide;market_price;79;Mark;
city_inventory;Novgorod;Tuch;stock;209;units;
city_inventory;Novgorod;Tuch;scarcity_factor;1.0000;;
city_inventory;Novgorod;Tuch;market_price;120;Mark;
city_inventory;Novgorod;Hering;stock;189;units;
city_inventory;Novgorod;Hering;scarcity_factor;1.0000;;
city_inventory;Novgorod;Hering;market_price;80;Mark;
city_inventory;Novgorod;Wein;stock;46;units;
city_inventory;Novgorod;Wein;scarcity_factor;1.2350;;
city_inventory;Novgorod;Wein;market_price;247;Mark;
city_inventory;Novgorod;Bier;stock;342;units;
city_inventory;Novgorod;Bier;scarcity_factor;0.8289;;
city_inventory;Novgorod;Bier;market_price;80;Mark;
building;Novgorod;1;id;salt_mine;;
building;Novgorod;1;name;Salzmine;;
building;Novgorod;1;level;1;;
building;Novgorod;1;active;1;;
building;Novgorod;1;can_run_now;1;;
building;Novgorod;1;inputs;{};;
building;Novgorod;1;outputs;"{""Salz"": 5}";;
building;Novgorod;2;id;woodcutter;;
building;Novgorod;2;name;Holzfaeller;;
building;Novgorod;2;level;1;;
building;Novgorod;2;active;1;;
building;Novgorod;2;can_run_now;1;;
building;Novgorod;2;inputs;{};;
building;Novgorod;2;outputs;"{""Holz"": 6}";;
npc;Hakon;;city;Malmoe;;
npc;Hakon;;money;786333;Mark;
npc;Hakon;;ship;Holk;;
npc;Hakon;;cargo_total;0;units;
npc;Marta;;city;Malmoe;;
npc;Marta;;money;754327;Mark;
npc;Marta;;ship;Holk;;
npc;Marta;;cargo_total;0;units;
npc;Ilya;;city;Malmoe;;
npc;Ilya;;money;713382;Mark;
npc;Ilya;;ship;Holk;;
npc;Ilya;;cargo_total;0;units;
player;Ralf;;city;Luebeck;;
player;Ralf;;money;311250;Mark;
player;Ralf;;debt;0;Mark;
player;Ralf;;reputation;37;;
player;Ralf;;age;28;years;
player;Ralf;;net_worth;816675;Mark;
player_mission;Ralf;hanse_privileg;state;active;;
player_mission;Ralf;fleet_synergy;state;completed;;
player_mission;Ralf;atheria_resonance;state;completed;;
player_mission;Ralf;family_dynasty;state;inactive;;
player_mission;Ralf;brewmaster;state;active;;
player_mission;Ralf;timber_trade;state;active;;
player_mission;Ralf;route_master;state;active;;
player_mission;Ralf;arms_race;state;completed;;
player_ship;Ralf;1;name;Kogge;;
player_ship;Ralf;1;city;Riga;;
player_ship;Ralf;1;cargo_capacity;120;units;
player_ship;Ralf;1;cargo_total;120;units;
player_ship;Ralf;1;hull;94;%;
player_ship;Ralf;1;rigging;99;%;
player_ship;Ralf;1;cannons;3;count;
player_ship;Ralf;2;name;Grosse Kogge;;
player_ship;Ralf;2;city;Luebeck;;
player_ship;Ralf;2;cargo_capacity;180;units;
player_ship;Ralf;2;cargo_total;160;units;
player_ship;Ralf;2;hull;92;%;
player_ship;Ralf;2;rigging;98;%;
player_ship;Ralf;2;cannons;4;count;
player_ship;Ralf;3;name;Holk;;
player_ship;Ralf;3;city;Riga;;
player_ship;Ralf;3;cargo_capacity;230;units;
player_ship;Ralf;3;cargo_total;91;units;
player_ship;Ralf;3;hull;90;%;
player_ship;Ralf;3;rigging;92;%;
player_ship;Ralf;3;cannons;6;count;
player_ship;Ralf;4;name;Kraier;;
player_ship;Ralf;4;city;Toensberg;;
player_ship;Ralf;4;cargo_capacity;300;units;
player_ship;Ralf;4;cargo_total;102;units;
player_ship;Ralf;4;hull;97;%;
player_ship;Ralf;4;rigging;90;%;
player_ship;Ralf;4;cannons;8;count;
player_ship;Ralf;5;name;Grosse Kogge;;
player_ship;Ralf;5;city;Luebeck;;
player_ship;Ralf;5;cargo_capacity;180;units;
player_ship;Ralf;5;cargo_total;180;units;
player_ship;Ralf;5;hull;100;%;
player_ship;Ralf;5;rigging;100;%;
player_ship;Ralf;5;cannons;4;count;
player_ship;Ralf;6;name;Holk;;
player_ship;Ralf;6;city;Luebeck;;
player_ship;Ralf;6;cargo_capacity;230;units;
player_ship;Ralf;6;cargo_total;148;units;
player_ship;Ralf;6;hull;92;%;
player_ship;Ralf;6;rigging;97;%;
player_ship;Ralf;6;cannons;6;count;
player_ship;Ralf;7;name;Kraier;;
player_ship;Ralf;7;city;Ystad;;
player_ship;Ralf;7;cargo_capacity;300;units;
player_ship;Ralf;7;cargo_total;176;units;
player_ship;Ralf;7;hull;97;%;
player_ship;Ralf;7;rigging;93;%;
player_ship;Ralf;7;cannons;8;count;
player_ship;Ralf;8;name;Kraier;;
player_ship;Ralf;8;city;Malmoe;;
player_ship;Ralf;8;cargo_capacity;300;units;
player_ship;Ralf;8;cargo_total;80;units;
player_ship;Ralf;8;hull;98;%;
player_ship;Ralf;8;rigging;96;%;
player_ship;Ralf;8;cannons;8;count;
player_ship;Ralf;9;name;Kraier;;
player_ship;Ralf;9;city;Luebeck;;
player_ship;Ralf;9;cargo_capacity;300;units;
player_ship;Ralf;9;cargo_total;130;units;
player_ship;Ralf;9;hull;98;%;
player_ship;Ralf;9;rigging;96;%;
player_ship;Ralf;9;cannons;8;count;
player_ship;Ralf;10;name;Kraier;;
player_ship;Ralf;10;city;Riga;;
player_ship;Ralf;10;cargo_capacity;300;units;
player_ship;Ralf;10;cargo_total;165;units;
player_ship;Ralf;10;hull;100;%;
player_ship;Ralf;10;rigging;100;%;
player_ship;Ralf;10;cannons;8;count;
player_ship;Ralf;11;name;Kraier;;
player_ship;Ralf;11;city;Riga;;
player_ship;Ralf;11;cargo_capacity;300;units;
player_ship;Ralf;11;cargo_total;300;units;
player_ship;Ralf;11;hull;97;%;
player_ship;Ralf;11;rigging;90;%;
player_ship;Ralf;11;cannons;6;count;
player_ship;Ralf;12;name;Kraier;;
player_ship;Ralf;12;city;Ystad;;
player_ship;Ralf;12;cargo_capacity;300;units;
player_ship;Ralf;12;cargo_total;20;units;
player_ship;Ralf;12;hull;100;%;
player_ship;Ralf;12;rigging;100;%;
player_ship;Ralf;12;cannons;4;count;
player_ship;Ralf;13;name;Kraier;;
player_ship;Ralf;13;city;Luebeck;;
player_ship;Ralf;13;cargo_capacity;300;units;
player_ship;Ralf;13;cargo_total;300;units;
player_ship;Ralf;13;hull;100;%;
player_ship;Ralf;13;rigging;100;%;
player_ship;Ralf;13;cannons;6;count;
